year,facility_key,service_name,provider_name,service_suburb,provider_type,state,planning_region,remoteness,size,overall_stars,residents_experience_stars,compliance_stars,staffing_stars,quality_measures_stars
2024,All Care Aged Care The Vales | Tickled Pink Aged Care Pty Ltd,All Care Aged Care The Vales,Tickled Pink Aged Care Pty Ltd,MORPHETT VALE,Private for Profit,SA,Metropolitan South,Metropolitan,Large,3.0,2.0,5.0,2.0,5.0
2024,Allambee Nursing Home Kingston Centre | Monash Health,Allambee Nursing Home Kingston Centre,Monash Health,CHELTENHAM,Government,VIC,Southern Metro,Metropolitan,Small,4.0,2.0,5.0,5.0,3.0
2024,Allambie Heights Village Residential Aged Care Facility | Allambie Heights Village Ltd,Allambie Heights Village Residential Aged Care Facility,Allambie Heights Village Ltd,ALLAMBIE HEIGHTS,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,4.0,5.0,3.0,4.0
2024,Allan W Lockwood Special Care Hostel | West Wimmera Health Service,Allan W Lockwood Special Care Hostel,West Wimmera Health Service,NATIMUK,Government,VIC,Grampians,Small rural towns,Small,4.0,3.0,5.0,5.0,3.0
2024,Allanvale Private Nursing Home | Carewest Group Pty Ltd,Allanvale Private Nursing Home,Carewest Group Pty Ltd,ALTONA MEADOWS,Private for Profit,VIC,Western Metro,Metropolitan,Small,3.0,2.0,4.0,2.0,3.0
2024,Allawah Lodge | Coolamon Shire Council,Allawah Lodge,Coolamon Shire Council,COOLAMON,Government,NSW,Riverina/Murray,Small rural towns,Small,4.0,4.0,5.0,3.0,5.0
2024,Allawah Special Care Hostel | Yarrawonga Health,Allawah Special Care Hostel,Yarrawonga Health,YARRAWONGA,Government,VIC,Hume,Medium rural towns,Small,5.0,5.0,5.0,5.0,3.0
2024,Aloaka Care Centre | Sundale Ltd,Aloaka Care Centre,Sundale Ltd,KILCOY,Not for Profit,QLD,Cabool,Small rural towns,Small,4.0,4.0,5.0,3.0,4.0
2024,Alstonville Adventist Aged Care Facility | Seventh-day Adventist Aged Care (North New South Wales) Ltd,Alstonville Adventist Aged Care Facility,Seventh-day Adventist Aged Care (North New South Wales) Ltd,ALSTONVILLE,Not for Profit,NSW,Far North Coast,Large rural towns,Small,4.0,4.0,5.0,2.0,3.0
2024,Alton Lodge | Seventh-day Adventist Aged Care (North New South Wales) Ltd,Alton Lodge,Seventh-day Adventist Aged Care (North New South Wales) Ltd,COORANBONG,Not for Profit,NSW,Hunter,Metropolitan,Small,4.0,4.0,4.0,4.0,3.0
2024,Altona Gardens Care Community | DPG Services Pty Ltd,Altona Gardens Care Community,DPG Services Pty Ltd,ALTONA NORTH,Private for Profit,VIC,Western Metro,Metropolitan,Small,3.0,3.0,3.0,2.0,3.0
2024,Alwyndor Aged Care | City of Holdfast Bay,Alwyndor Aged Care,City of Holdfast Bay,HOVE,Government,SA,Metropolitan South,Metropolitan,Large,3.0,3.0,3.0,3.0,4.0
2024,Amaroo Aged Care Facility | Hunter Valley Care Pty Ltd,Amaroo Aged Care Facility,Hunter Valley Care Pty Ltd,CHARLESTOWN,Private for Profit,NSW,Hunter,Metropolitan,Medium,4.0,4.0,5.0,3.0,1.0
2024,Amaroo Village Buckley Caring Centre | Amaroo Care Services Inc,Amaroo Village Buckley Caring Centre,Amaroo Care Services Inc,GOSNELLS,Not for Profit,WA,Metropolitan South East,Metropolitan,Large,4.0,3.0,5.0,3.0,4.0
2024,Amaroo Village McMahon Caring Centre | Amaroo Care Services Inc,Amaroo Village McMahon Caring Centre,Amaroo Care Services Inc,GOSNELLS,Not for Profit,WA,Metropolitan South East,Metropolitan,Medium,3.0,3.0,3.0,4.0,2.0
2024,Amber Aged Care | Amber Aged Care Inc,Amber Aged Care,Amber Aged Care Inc,PARADISE,Not for Profit,SA,Metropolitan East,Metropolitan,Small,4.0,3.0,5.0,3.0,5.0
2024,Aminya Village Hostel | Mid Murray Homes for the Aged Inc,Aminya Village Hostel,Mid Murray Homes for the Aged Inc,MANNUM,Not for Profit,SA,Riverland,Small rural towns,Small,4.0,4.0,4.0,3.0,4.0
2024,Anam Cara | The Uniting Church in Australia Property Trust (Q.),Anam Cara,The Uniting Church in Australia Property Trust (Q.),BRAY PARK,Not for Profit,QLD,Cabool,Metropolitan,Large,4.0,5.0,5.0,2.0,3.0
2024,Ananda Aged Care Findon | K N H Nominees Pty Ltd,Ananda Aged Care Findon,K N H Nominees Pty Ltd,FINDON,Private for Profit,SA,Metropolitan West,Metropolitan,Medium,4.0,3.0,5.0,3.0,4.0
2024,Andrews House | West Gippsland Healthcare Group,Andrews House,West Gippsland Healthcare Group,TRAFALGAR,Government,VIC,Gippsland,Large rural towns,Small,5.0,4.0,5.0,5.0,5.0
2024,Anglican Care Bishop Tyrrell Place | Anglican Care,Anglican Care Bishop Tyrrell Place,Anglican Care,CUNDLETOWN,Not for Profit,NSW,Mid North Coast,Large rural towns,Medium,3.0,4.0,3.0,2.0,3.0
2024,Anglican Care C A Brown | Anglican Care,Anglican Care C A Brown,Anglican Care,BOORAGUL,Not for Profit,NSW,Hunter,Metropolitan,Large,4.0,4.0,4.0,2.0,4.0
2024,Anglican Care Jesmond Grove | Anglican Care,Anglican Care Jesmond Grove,Anglican Care,JESMOND,Not for Profit,NSW,Hunter,Metropolitan,Medium,3.0,3.0,5.0,1.0,3.0
2024,Anglican Care Kilpatrick Court | Anglican Care,Anglican Care Kilpatrick Court,Anglican Care,TORONTO,Not for Profit,NSW,Hunter,Metropolitan,Large,3.0,4.0,3.0,2.0,3.0
2024,Anglican Care McIntosh Court | Anglican Care,Anglican Care McIntosh Court,Anglican Care,BOORAGUL,Not for Profit,NSW,Hunter,Metropolitan,Medium,3.0,3.0,4.0,2.0,4.0
2024,Anglican Care Mirrabooka Place | Anglican Care,Anglican Care Mirrabooka Place,Anglican Care,GLOUCESTER,Not for Profit,NSW,Mid North Coast,Small rural towns,Small,3.0,4.0,3.0,3.0,3.0
2024,Anglican Care Scenic Lodge Merewether | Anglican Care,Anglican Care Scenic Lodge Merewether,Anglican Care,MEREWETHER,Not for Profit,NSW,Hunter,Metropolitan,Small,3.0,3.0,4.0,2.0,3.0
2024,Anglican Care Storm Village | Anglican Care,Anglican Care Storm Village,Anglican Care,TAREE,Not for Profit,NSW,Mid North Coast,Large rural towns,Medium,3.0,3.0,3.0,3.0,4.0
2024,Anglican Care Warnervale Gardens | Anglican Care,Anglican Care Warnervale Gardens,Anglican Care,WOONGARRAH,Not for Profit,NSW,Central Coast,Metropolitan,Small,4.0,4.0,4.0,3.0,4.0
2024,Anglicare Barry Marsh House | Anglican Community Services,Anglicare Barry Marsh House,Anglican Community Services,ORAN PARK,Not for Profit,NSW,South West Sydney,Metropolitan,Medium,4.0,3.0,5.0,3.0,4.0
2024,Anglicare Brian King Gardens | Anglican Community Services,Anglicare Brian King Gardens,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,3.0,3.0,3.0,3.0,5.0
2024,Anglicare Donington Court | Anglican Community Services,Anglicare Donington Court,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,4.0,5.0,2.0,5.0
2024,Anglicare Dorothy Boyt House | Anglican Community Services,Anglicare Dorothy Boyt House,Anglican Community Services,MALABAR,Not for Profit,NSW,South East Sydney,Metropolitan,Small,3.0,3.0,5.0,2.0,3.0
2024,Anglicare Dudley Foord House | Anglican Community Services,Anglicare Dudley Foord House,Anglican Community Services,THE PONDS,Not for Profit,NSW,Western Sydney,Metropolitan,Medium,4.0,4.0,5.0,2.0,4.0
2024,Anglicare Eileen Armstrong House | Anglican Community Services,Anglicare Eileen Armstrong House,Anglican Community Services,WOONONA,Not for Profit,NSW,Illawarra,Metropolitan,Small,4.0,4.0,5.0,3.0,3.0
2024,Anglicare Elizabeth Lodge | Anglican Community Services,Anglicare Elizabeth Lodge,Anglican Community Services,RUSHCUTTERS BAY,Not for Profit,NSW,South East Sydney,Metropolitan,Large,3.0,3.0,5.0,2.0,3.0
2024,Anglicare Farrer Brown Court | Anglican Community Services,Anglicare Farrer Brown Court,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,4.0,5.0,3.0,4.0
2024,Anglicare Goodhew Gardens | Anglican Community Services,Anglicare Goodhew Gardens,Anglican Community Services,TAREN POINT,Not for Profit,NSW,South East Sydney,Metropolitan,Large,3.0,3.0,4.0,2.0,3.0
2024,Anglicare Jean Ross House | Anglican Community Services,Anglicare Jean Ross House,Anglican Community Services,SOUTH NOWRA,Not for Profit,NSW,Illawarra,Large rural towns,Small,4.0,4.0,5.0,3.0,5.0
2024,Anglicare Lemongrove Gardens | Anglican Community Services,Anglicare Lemongrove Gardens,Anglican Community Services,PENRITH,Not for Profit,NSW,Nepean,Metropolitan,Small,4.0,4.0,5.0,2.0,3.0
2024,Anglicare Marcus Loane House | Anglican Community Services,Anglicare Marcus Loane House,Anglican Community Services,WARRIEWOOD,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,3.0,4.0,4.0,2.0,3.0
2024,Anglicare Mary Andrews Village | Anglican Community Services,Anglicare Mary Andrews Village,Anglican Community Services,SOUTH HURSTVILLE,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,3.0,5.0,3.0,4.0
2024,Anglicare Melva McDonald Lodge | Anglican Community Services,Anglicare Melva McDonald Lodge,Anglican Community Services,ROOTY HILL,Not for Profit,NSW,Western Sydney,Metropolitan,Medium,3.0,3.0,4.0,2.0,3.0
2024,Anglicare Mildred Symons House | Anglican Community Services,Anglicare Mildred Symons House,Anglican Community Services,JANNALI,Not for Profit,NSW,South East Sydney,Metropolitan,Large,4.0,4.0,4.0,3.0,4.0
2024,Anglicare Newmarch House | Anglican Community Services,Anglicare Newmarch House,Anglican Community Services,KINGSWOOD,Not for Profit,NSW,Nepean,Metropolitan,Medium,3.0,4.0,4.0,2.0,3.0
2024,Anglicare Piper House | Anglican Community Services,Anglicare Piper House,Anglican Community Services,DAPTO,Not for Profit,NSW,Illawarra,Metropolitan,Large,4.0,4.0,4.0,2.0,4.0
2024,Anglicare Porter Lodge | Anglican Community Services,Anglicare Porter Lodge,Anglican Community Services,MINTO,Not for Profit,NSW,South West Sydney,Metropolitan,Medium,3.0,3.0,4.0,2.0,4.0
2024,Anglicare Roden Cutler Lodge | Anglican Community Services,Anglicare Roden Cutler Lodge,Anglican Community Services,GORDON,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,3.0,5.0,3.0,4.0
2024,Anglicare SQ Abri Home for the Aged | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ Abri Home for the Aged,The Corporation of the Synod of the Diocese of Brisbane,SOUTHPORT,Not for Profit,QLD,South Coast,Metropolitan,Small,3.0,3.0,4.0,3.0,4.0
2024,Anglicare SQ Edwin Marsden Tooth Memorial Home for Aged | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ Edwin Marsden Tooth Memorial Home for Aged,The Corporation of the Synod of the Diocese of Brisbane,MANLY,Not for Profit,QLD,Brisbane South,Metropolitan,Medium,4.0,4.0,5.0,3.0,3.0
2024,Anglicare SQ Kirami Home for the Aged | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ Kirami Home for the Aged,The Corporation of the Synod of the Diocese of Brisbane,POINT VERNON,Not for Profit,QLD,Wide Bay,Regional centres,Medium,3.0,3.0,4.0,2.0,5.0
2024,Anglicare SQ Meilene Home for the Aged | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ Meilene Home for the Aged,The Corporation of the Synod of the Diocese of Brisbane,BUNDABERG CENTRAL,Not for Profit,QLD,Wide Bay,Regional centres,Medium,4.0,4.0,5.0,3.0,4.0
2024,Anglicare SQ St John's Home for Aged Men | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ St John's Home for Aged Men,The Corporation of the Synod of the Diocese of Brisbane,TOOWONG,Not for Profit,QLD,Brisbane North,Metropolitan,Medium,4.0,4.0,5.0,3.0,3.0
2024,Anglicare SQ St Martin's Nursing Home | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ St Martin's Nursing Home,The Corporation of the Synod of the Diocese of Brisbane,TAIGUM,Not for Profit,QLD,Brisbane North,Metropolitan,Medium,5.0,4.0,5.0,5.0,4.0
2024,Anglicare SQ Symes Grove Home for the Aged | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ Symes Grove Home for the Aged,The Corporation of the Synod of the Diocese of Brisbane,TAIGUM,Not for Profit,QLD,Brisbane North,Metropolitan,Large,4.0,4.0,4.0,3.0,4.0
2024,Anglicare SQ Symes Thorpe Home for the Aged | The Corporation of the Synod of the Diocese of Brisbane,Anglicare SQ Symes Thorpe Home for the Aged,The Corporation of the Synod of the Diocese of Brisbane,MIDDLE RIDGE,Not for Profit,QLD,Darling Downs,Regional centres,Medium,4.0,4.0,5.0,2.0,4.0
2024,Anglicare The Donald Coburn Centre | Anglican Community Services,Anglicare The Donald Coburn Centre,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,3.0,5.0,2.0,5.0
2024,Anglicare The Terraces Residential Care | Anglican Community Services,Anglicare The Terraces Residential Care,Anglican Community Services,PADDINGTON,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,,,,,
2024,Anglicare Warrina Residential Care | Anglican Community Services,Anglicare Warrina Residential Care,Anglican Community Services,CASTLE HILL,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,4.0,5.0,3.0,5.0
2024,Anglicare Woodberry Village | Anglican Community Services,Anglicare Woodberry Village,Anglican Community Services,WINSTON HILLS,Not for Profit,NSW,Western Sydney,Metropolitan,Large,3.0,3.0,5.0,2.0,3.0
2024,AnglicareSA Brompton | Anglicare SA Ltd,AnglicareSA Brompton,Anglicare SA Ltd,BROMPTON,Not for Profit,SA,Metropolitan West,Metropolitan,Small,4.0,3.0,5.0,3.0,3.0
2024,AnglicareSA Elizabeth - Dutton Court | Anglicare SA Ltd,AnglicareSA Elizabeth - Dutton Court,Anglicare SA Ltd,ELIZABETH EAST,Not for Profit,SA,Metropolitan North,Metropolitan,Medium,3.0,3.0,4.0,3.0,4.0
2024,AnglicareSA Elizabeth East | Anglicare SA Ltd,AnglicareSA Elizabeth East,Anglicare SA Ltd,ELIZABETH EAST,Not for Profit,SA,Metropolitan North,Metropolitan,Large,3.0,3.0,3.0,3.0,3.0
2024,AnglicareSA Grange | Anglicare SA Ltd,AnglicareSA Grange,Anglicare SA Ltd,GRANGE,Not for Profit,SA,Metropolitan West,Metropolitan,Large,4.0,3.0,4.0,4.0,3.0
2024,AnglicareSA Trott Park | Anglicare SA Ltd,AnglicareSA Trott Park,Anglicare SA Ltd,TROTT PARK,Not for Profit,SA,Metropolitan South,Metropolitan,Large,3.0,3.0,5.0,2.0,3.0
2024,AnglicareSA Westbourne Park | Anglicare SA Ltd,AnglicareSA Westbourne Park,Anglicare SA Ltd,WESTBOURNE PARK,Not for Profit,SA,Metropolitan South,Metropolitan,Medium,3.0,3.0,4.0,3.0,4.0
2024,Annandale Grove Care Community | DPG Services Pty Ltd,Annandale Grove Care Community,DPG Services Pty Ltd,ANNANDALE,Private for Profit,NSW,Inner West,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2024,Annie Green Court | Mission Australia,Annie Green Court,Mission Australia,REDFERN,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2024,Anthem | TBG Senior Living Services Pty Ltd,Anthem,TBG Senior Living Services Pty Ltd,BOWRAL,Private for Profit,NSW,South West Sydney,Large rural towns,Large,4.0,3.0,5.0,4.0,5.0
2024,Anzac Lodge Private Nursing Home | Java Dale Pty Ltd,Anzac Lodge Private Nursing Home,Java Dale Pty Ltd,COBURG NORTH,Private for Profit,VIC,Northern Metro,Metropolitan,Large,4.0,3.0,5.0,2.0,4.0
2024,Applecross Shore Care Community | DPG Services Pty Ltd,Applecross Shore Care Community,DPG Services Pty Ltd,APPLECROSS,Private for Profit,WA,Metropolitan South West,Metropolitan,Medium,4.0,3.0,5.0,4.0,5.0
2024,Arcare Balnarring | Arcare Pty Ltd,Arcare Balnarring,Arcare Pty Ltd,BALNARRING,Private for Profit,VIC,Southern Metro,Metropolitan,Medium,4.0,4.0,4.0,3.0,5.0
2024,Arcare Belmont | Arcare Pty Ltd,Arcare Belmont,Arcare Pty Ltd,BELMONT,Private for Profit,NSW,Hunter,Metropolitan,Medium,,,4.0,4.0,3.0
2024,Arcare Birtinya | Arcare Pty Ltd,Arcare Birtinya,Arcare Pty Ltd,BIRTINYA,Private for Profit,QLD,Sunshine Coast,Metropolitan,Medium,4.0,4.0,4.0,4.0,5.0
2024,Arcare Brighton | Arcare Pty Ltd,Arcare Brighton,Arcare Pty Ltd,BRIGHTON,Private for Profit,VIC,Southern Metro,Metropolitan,Small,4.0,4.0,5.0,2.0,3.0
2024,Arcare Burnside | Arcare Pty Ltd,Arcare Burnside,Arcare Pty Ltd,BURNSIDE,Private for Profit,VIC,Western Metro,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Arcare Caboolture | Arcare Pty Ltd,Arcare Caboolture,Arcare Pty Ltd,CABOOLTURE,Private for Profit,QLD,Cabool,Metropolitan,Large,4.0,5.0,5.0,1.0,4.0
2024,Arcare Carnegie | Arcare Pty Ltd,Arcare Carnegie,Arcare Pty Ltd,CARNEGIE,Private for Profit,VIC,Southern Metro,Metropolitan,Large,4.0,4.0,5.0,2.0,4.0
2024,Arcare Castlemaine | Arcare Pty Ltd,Arcare Castlemaine,Arcare Pty Ltd,MCKENZIE HILL,Private for Profit,VIC,Loddon-Mallee,Medium rural towns,Medium,4.0,4.0,4.0,3.0,5.0
2024,Arcare Caulfield | Arcare Pty Ltd,Arcare Caulfield,Arcare Pty Ltd,CAULFIELD NORTH,Private for Profit,VIC,Southern Metro,Metropolitan,Large,4.0,3.0,5.0,2.0,5.0
2024,Arcare Cheltenham | Arcare Pty Ltd,Arcare Cheltenham,Arcare Pty Ltd,CHELTENHAM,Private for Profit,VIC,Southern Metro,Metropolitan,Medium,3.0,3.0,5.0,1.0,4.0
2024,Arcare Civic Manor | Arcare Pty Ltd,Arcare Civic Manor,Arcare Pty Ltd,EPPING,Private for Profit,VIC,Northern Metro,Metropolitan,Large,3.0,3.0,5.0,1.0,5.0
2024,Arcare Eight Mile Plains | K & M Healthcare Pty Ltd,Arcare Eight Mile Plains,K & M Healthcare Pty Ltd,EIGHT MILE PLAINS,Private for Profit,QLD,Brisbane South,Metropolitan,Large,4.0,3.0,5.0,2.0,4.0
2024,Arcare Essendon | Arcare Pty Ltd,Arcare Essendon,Arcare Pty Ltd,ESSENDON,Private for Profit,VIC,Western Metro,Metropolitan,Large,4.0,3.0,5.0,2.0,5.0
2024,Arcare Glenhaven | Arcare Pty Ltd,Arcare Glenhaven,Arcare Pty Ltd,GLENHAVEN,Private for Profit,NSW,Western Sydney,Metropolitan,Large,3.0,4.0,4.0,2.0,2.0
2024,Arcare Helensvale | Arcare Pty Ltd,Arcare Helensvale,Arcare Pty Ltd,HELENSVALE,Private for Profit,QLD,South Coast,Metropolitan,Medium,4.0,3.0,5.0,5.0,5.0
2024,Arcare Helensvale St James | Arcare Pty Ltd,Arcare Helensvale St James,Arcare Pty Ltd,HELENSVALE,Private for Profit,QLD,South Coast,Metropolitan,Medium,4.0,4.0,4.0,2.0,5.0
2024,Arcare Hillside | Arcare Pty Ltd,Arcare Hillside,Arcare Pty Ltd,SYDENHAM,Private for Profit,VIC,Western Metro,Metropolitan,Medium,4.0,4.0,5.0,2.0,4.0
2024,Arcare Hope Island | Hope Island Care Pty Ltd,Arcare Hope Island,Hope Island Care Pty Ltd,HOPE ISLAND,Private for Profit,QLD,South Coast,Metropolitan,Large,3.0,3.0,5.0,2.0,3.0
2024,Arcare Kanwal | Arcare Pty Ltd,Arcare Kanwal,Arcare Pty Ltd,KANWAL,Private for Profit,NSW,Central Coast,Metropolitan,Large,3.0,3.0,4.0,2.0,4.0
2024,Arcare Keysborough | Arcare Pty Ltd,Arcare Keysborough,Arcare Pty Ltd,KEYSBOROUGH,Private for Profit,VIC,Southern Metro,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Arcare Knox | Arcare Pty Ltd,Arcare Knox,Arcare Pty Ltd,WANTIRNA SOUTH,Private for Profit,VIC,Eastern Metro,Metropolitan,Large,4.0,3.0,5.0,2.0,5.0
2024,Arcare Logan Reserve | Arcare Pty Ltd,Arcare Logan Reserve,Arcare Pty Ltd,LOGAN RESERVE,Private for Profit,QLD,Logan River Valley,Metropolitan,Medium,4.0,3.0,5.0,2.0,5.0
2024,Arcare Maidstone | Arcare Pty Ltd,Arcare Maidstone,Arcare Pty Ltd,MAIDSTONE,Private for Profit,VIC,Western Metro,Metropolitan,Medium,3.0,3.0,5.0,2.0,2.0
2024,Arcare Malvern East | Arcare Pty Ltd,Arcare Malvern East,Arcare Pty Ltd,MALVERN EAST,Private for Profit,VIC,Southern Metro,Metropolitan,Medium,4.0,3.0,5.0,2.0,4.0
2024,Arcare Maroochydore | Arcare Pty Ltd,Arcare Maroochydore,Arcare Pty Ltd,MAROOCHYDORE,Private for Profit,QLD,Sunshine Coast,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Arcare Mollymook | Arcare Pty Ltd,Arcare Mollymook,Arcare Pty Ltd,MOLLYMOOK,Private for Profit,NSW,Illawarra,Medium rural towns,Medium,4.0,4.0,4.0,3.0,4.0
2024,Arcare Nirvana Avenue | Arcare Pty Ltd,Arcare Nirvana Avenue,Arcare Pty Ltd,MALVERN EAST,Private for Profit,VIC,Southern Metro,Metropolitan,Small,4.0,3.0,5.0,4.0,4.0
2024,Arcare Noosa | Arcare Pty Ltd,Arcare Noosa,Arcare Pty Ltd,NOOSAVILLE,Private for Profit,QLD,Sunshine Coast,Metropolitan,Medium,4.0,4.0,5.0,3.0,3.0
2024,Arcare North Lakes | Arcare Pty Ltd,Arcare North Lakes,Arcare Pty Ltd,NORTH LAKES,Private for Profit,QLD,Cabool,Metropolitan,Large,4.0,4.0,5.0,2.0,5.0
2024,Arcare North Shore | Arcare Pty Ltd,Arcare North Shore,Arcare Pty Ltd,BURDELL,Private for Profit,QLD,Northern,Regional centres,Medium,4.0,4.0,5.0,1.0,4.0
2024,Arcare Oatlands | Arcare Pty Ltd,Arcare Oatlands,Arcare Pty Ltd,OATLANDS,Private for Profit,NSW,Western Sydney,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2024,Arcare Parkinson | Arcare Pty Ltd,Arcare Parkinson,Arcare Pty Ltd,PARKINSON,Private for Profit,QLD,Brisbane South,Metropolitan,Large,4.0,4.0,5.0,2.0,5.0
2024,Arcare Parkview Malvern East | Arcare Pty Ltd,Arcare Parkview Malvern East,Arcare Pty Ltd,MALVERN EAST,Private for Profit,VIC,Southern Metro,Metropolitan,Small,4.0,4.0,5.0,2.0,3.0
2024,Arcare Parkwood | Arcare Pty Ltd,Arcare Parkwood,Arcare Pty Ltd,PARKWOOD,Private for Profit,QLD,South Coast,Metropolitan,Medium,3.0,4.0,5.0,1.0,2.0
2024,Arcare Peregian Springs | Arcare Pty Ltd,Arcare Peregian Springs,Arcare Pty Ltd,PEREGIAN SPRINGS,Private for Profit,QLD,Sunshine Coast,Metropolitan,Medium,3.0,3.0,5.0,2.0,2.0
2024,Arcare Pimpama | Arcare Pty Ltd,Arcare Pimpama,Arcare Pty Ltd,PIMPAMA,Private for Profit,QLD,South Coast,Metropolitan,Medium,4.0,4.0,5.0,2.0,3.0
2024,Arcare Point Lonsdale | Arcare Pty Ltd,Arcare Point Lonsdale,Arcare Pty Ltd,POINT LONSDALE,Private for Profit,VIC,Barwon-South Western,Regional centres,Medium,4.0,4.0,5.0,3.0,5.0
2024,Arcare Portarlington | Arcare Pty Ltd,Arcare Portarlington,Arcare Pty Ltd,PORTARLINGTON,Private for Profit,VIC,Barwon-South Western,Medium rural towns,Medium,4.0,4.0,5.0,2.0,5.0
2024,Arcare Reservoir | Arcare Pty Ltd,Arcare Reservoir,Arcare Pty Ltd,RESERVOIR,Private for Profit,VIC,Northern Metro,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
2024,Arcare Sanctuary Manors | Arcare Pty Ltd,Arcare Sanctuary Manors,Arcare Pty Ltd,HOPE ISLAND,Private for Profit,QLD,South Coast,Metropolitan,Small,4.0,4.0,5.0,2.0,4.0
2024,Arcare Seven Hills | Arcare Pty Ltd,Arcare Seven Hills,Arcare Pty Ltd,SEVEN HILLS,Private for Profit,QLD,Brisbane South,Metropolitan,Large,4.0,4.0,5.0,2.0,5.0
2024,Arcare Slacks Creek | K & M Healthcare Pty Ltd,Arcare Slacks Creek,K & M Healthcare Pty Ltd,SLACKS CREEK,Private for Profit,QLD,Logan River Valley,Metropolitan,Medium,4.0,3.0,5.0,2.0,4.0
2024,Arcare Springwood | Arcare Pty Ltd,Arcare Springwood,Arcare Pty Ltd,SPRINGWOOD,Private for Profit,QLD,Logan River Valley,Metropolitan,Large,4.0,4.0,5.0,2.0,4.0
2024,Arcare Surrey Hills | Arcare Pty Ltd,Arcare Surrey Hills,Arcare Pty Ltd,SURREY HILLS,Private for Profit,VIC,Eastern Metro,Metropolitan,Small,4.0,4.0,5.0,3.0,4.0
2024,Arcare Sydenham | Arcare Pty Ltd,Arcare Sydenham,Arcare Pty Ltd,SYDENHAM,Private for Profit,VIC,Western Metro,Metropolitan,Large,4.0,3.0,5.0,2.0,4.0
2024,Arcare Taigum | Arcare Pty Ltd,Arcare Taigum,Arcare Pty Ltd,TAIGUM,Private for Profit,QLD,Brisbane North,Metropolitan,Medium,4.0,4.0,4.0,2.0,4.0
2024,Arcare Templestowe | Arcare Pty Ltd,Arcare Templestowe,Arcare Pty Ltd,TEMPLESTOWE,Private for Profit,VIC,Eastern Metro,Metropolitan,Large,3.0,2.0,4.0,2.0,2.0
2024,Arcare Thornlands | Arcare Pty Ltd,Arcare Thornlands,Arcare Pty Ltd,THORNLANDS,Private for Profit,QLD,Brisbane South,Metropolitan,Medium,3.0,3.0,4.0,2.0,3.0
2024,Arcare Warriewood | Arcare Pty Ltd,Arcare Warriewood,Arcare Pty Ltd,WARRIEWOOD,Private for Profit,NSW,Northern Sydney,Metropolitan,Large,3.0,3.0,4.0,2.0,4.0
2024,Arcare Waterview | Arcare Pty Ltd,Arcare Waterview,Arcare Pty Ltd,CRAIGIEBURN,Private for Profit,VIC,Northern Metro,Metropolitan,Medium,3.0,3.0,5.0,1.0,4.0
2024,Archbishop Goody Hostel | Catholic Homes Incorporated,Archbishop Goody Hostel,Catholic Homes Incorporated,EAST PERTH,Not for Profit,WA,Metropolitan East,Metropolitan,Small,3.0,3.0,4.0,3.0,3.0
2024,Archbold House Aged Care Facility | KOPWA Limited,Archbold House Aged Care Facility,KOPWA Limited,ROSEVILLE,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,4.0,4.0,5.0,4.0,3.0
2024,Archie Gray Nursing Home Unit | West Wimmera Health Service,Archie Gray Nursing Home Unit,West Wimmera Health Service,KANIVA,Government,VIC,Grampians,Small rural towns,Small,4.0,3.0,5.0,5.0,3.0
2024,Ardrossan Community Hostel | Ardrossan Community Hospital Inc,Ardrossan Community Hostel,Ardrossan Community Hospital Inc,ARDROSSAN,Not for Profit,SA,"Yorke, Lower North & Barossa",Small rural towns,Small,4.0,4.0,4.0,4.0,4.0
2024,Armadale Place Care Community | DPG Services Pty Ltd,Armadale Place Care Community,DPG Services Pty Ltd,ARMADALE,Private for Profit,WA,Metropolitan South East,Metropolitan,Medium,3.0,3.0,5.0,2.0,3.0
