year,facility_key,service_name,provider_name,service_suburb,provider_type,state,planning_region,remoteness,size,overall_stars,residents_experience_stars,compliance_stars,staffing_stars,quality_measures_stars
2023,Scalabrini Village Nursing Home (Bexley) | Scalabrini Village Ltd,Scalabrini Village Nursing Home (Bexley),Scalabrini Village Ltd,,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,3.0,4.0,3.0,2.0,3.0
2023,Regis Rose Bay | Regis Aged Care Pty Ltd,Regis Rose Bay,Regis Aged Care Pty Ltd,,Private for Profit,NSW,South East Sydney,Metropolitan,Small,3.0,2.0,5.0,2.0,3.0
2023,Southern Cross Care Ozanam Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care Ozanam Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,,Not for Profit,ACT,ACT,Metropolitan,Medium,3.0,2.0,5.0,2.0,3.0
2023,Uniting Mirinjani Weston ACT | The Uniting Church in Australia Property Trust (NSW) -- Site 1,Uniting Mirinjani Weston ACT,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,ACT,ACT,Metropolitan,Small,3.0,3.0,5.0,1.0,5.0
2023,Sir Leslie Morshead Manor | Morshead Home For Veterans and Other Aged Persons Limited,Sir Leslie Morshead Manor,Morshead Home For Veterans and Other Aged Persons Limited,,Not for Profit,ACT,ACT,Metropolitan,Medium,4.0,3.0,5.0,3.0,4.0
2023,RFBI Holt Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Holt Masonic Village,Royal Freemasons' Benevolent Institution,,Not for Profit,ACT,ACT,Metropolitan,Small,4.0,3.0,5.0,2.0,5.0
2023,Goodwin Ainslie (Goodwin House) | Goodwin Aged Care Services Limited,Goodwin Ainslie (Goodwin House),Goodwin Aged Care Services Limited,,Not for Profit,ACT,ACT,Metropolitan,Medium,3.0,3.0,3.0,2.0,5.0
2023,Goodwin Farrer (George Sautelle House) | Goodwin Aged Care Services Limited,Goodwin Farrer (George Sautelle House),Goodwin Aged Care Services Limited,,Not for Profit,ACT,ACT,Metropolitan,Medium,4.0,3.0,5.0,5.0,5.0
2023,Adria Village Ltd | Adria Village Limited,Adria Village Ltd,Adria Village Limited,,Not for Profit,ACT,ACT,Metropolitan,Small,4.0,3.0,3.0,5.0,4.0
2023,Villaggio Sant Antonio Hostel | Villaggio Italiano Ltd,Villaggio Sant Antonio Hostel,Villaggio Italiano Ltd,,Not for Profit,ACT,ACT,Metropolitan,Medium,2.0,3.0,2.0,3.0,3.0
2023,BaptistCare Carey Gardens Centre | BaptistCare NSW & ACT,BaptistCare Carey Gardens Centre,BaptistCare NSW & ACT,,Not for Profit,ACT,ACT,Metropolitan,Small,3.0,3.0,5.0,1.0,5.0
2023,Mountain View Aged Care Plus Centre | The Salvation Army (NSW) Property Trust,Mountain View Aged Care Plus Centre,The Salvation Army (NSW) Property Trust,,Not for Profit,ACT,ACT,Metropolitan,Small,3.0,3.0,5.0,2.0,3.0
2023,St Andrews Village Hostel | Presbyterian Church (ACT) Property Trust,St Andrews Village Hostel,Presbyterian Church (ACT) Property Trust,,Not for Profit,ACT,ACT,Metropolitan,Large,2.0,3.0,2.0,1.0,4.0
2023,Bill McKenzie Gardens | RSL LifeCare Limited,Bill McKenzie Gardens,RSL LifeCare Limited,,Not for Profit,ACT,ACT,Metropolitan,Large,3.0,3.0,5.0,2.0,2.0
2023,Uniting Eabrai Weston ACT | The Uniting Church in Australia Property Trust (NSW),Uniting Eabrai Weston ACT,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,ACT,ACT,Metropolitan,Small,3.0,3.0,3.0,5.0,3.0
2023,Goodwin Monash | Goodwin Aged Care Services Limited,Goodwin Monash,Goodwin Aged Care Services Limited,,Not for Profit,ACT,ACT,Metropolitan,Large,4.0,3.0,5.0,3.0,5.0
2023,BaptistCare Griffith | BaptistCare NSW & ACT,BaptistCare Griffith,BaptistCare NSW & ACT,,Not for Profit,ACT,ACT,Metropolitan,Large,4.0,4.0,4.0,2.0,4.0
2023,Canberra Aged Care Facility | Bunyundah Nominees Pty Ltd,Canberra Aged Care Facility,Bunyundah Nominees Pty Ltd,,Private for Profit,ACT,ACT,Metropolitan,Medium,3.0,3.0,4.0,3.0,3.0
2023,Uniting Mirinjani Weston ACT | The Uniting Church in Australia Property Trust (NSW) -- Site 2,Uniting Mirinjani Weston ACT,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,ACT,ACT,Metropolitan,Large,4.0,3.0,5.0,2.0,4.0
2023,Fred Ward Gardens | RSL LifeCare Limited,Fred Ward Gardens,RSL LifeCare Limited,,Not for Profit,ACT,ACT,Metropolitan,Medium,3.0,3.0,5.0,1.0,3.0
2023,Autumn Lodge Hostel | NVC Group Limited,Autumn Lodge Hostel,NVC Group Limited,,Not for Profit,NSW,Mid North Coast,Medium rural towns,Small,3.0,3.0,4.0,2.0,3.0
2023,Jindalee Aged Care Residence | Johnson Village Services Pty Ltd,Jindalee Aged Care Residence,Johnson Village Services Pty Ltd,,Private for Profit,ACT,ACT,Metropolitan,Large,3.0,3.0,3.0,4.0,3.0
2023,The Whiddon Group - Maclean | The Frank Whiddon Masonic Homes of New South Wales,The Whiddon Group - Maclean,The Frank Whiddon Masonic Homes of New South Wales,,Not for Profit,NSW,Far North Coast,Small rural towns,Small,3.0,3.0,3.0,2.0,3.0
2023,Albury Wodonga Health Residential Care Program | Albury Wodonga Health,Albury Wodonga Health Residential Care Program,Albury Wodonga Health,,Government,VIC,Hume,Small rural towns,Small,4.0,4.0,5.0,5.0,3.0
2023,Diamond Creek Care Community | DPG Services Pty Ltd,Diamond Creek Care Community,DPG Services Pty Ltd,,Private for Profit,VIC,Northern Metro,Metropolitan,Small,,,,,
2023,Blue Care Shalom Elders Village | The Uniting Church in Australia Property Trust (Q.),Blue Care Shalom Elders Village,The Uniting Church in Australia Property Trust (Q.),,Not for Profit,QLD,Northern,Regional centres,Small,3.0,3.0,3.0,5.0,3.0
2023,Blue Care Hollingsworth Elders Village | The Uniting Church in Australia Property Trust (Q.),Blue Care Hollingsworth Elders Village,The Uniting Church in Australia Property Trust (Q.),,Not for Profit,QLD,Far North,Regional centres,Small,4.0,3.0,5.0,5.0,5.0
2023,Blue Care Star of the Sea Elders Village | The Uniting Church in Australia Property Trust (Q.) -- Site 1,Blue Care Star of the Sea Elders Village,The Uniting Church in Australia Property Trust (Q.),,Not for Profit,QLD,Far North,Very remote communities,Small,3.0,2.0,5.0,5.0,1.0
2023,Blue Care Star of the Sea Elders Village | The Uniting Church in Australia Property Trust (Q.) -- Site 2,Blue Care Star of the Sea Elders Village,The Uniting Church in Australia Property Trust (Q.),,Not for Profit,QLD,Far North,Very remote communities,Small,4.0,4.0,5.0,5.0,3.0
2023,Caravonica Waters | IC (Cairns) Pty Ltd,Caravonica Waters,IC (Cairns) Pty Ltd,,Private for Profit,QLD,Far North,Regional centres,Large,3.0,2.0,5.0,2.0,3.0
2023,RFBI Benhome Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Benhome Masonic Village,Royal Freemasons' Benevolent Institution,,Not for Profit,NSW,Hunter,Metropolitan,Medium,4.0,4.0,3.0,4.0,4.0
2023,Brother Alberts Home | Holy Family Services,Brother Alberts Home,Holy Family Services,,Not for Profit,NSW,Western Sydney,Metropolitan,Large,4.0,4.0,5.0,2.0,4.0
2023,Catholic Healthcare St James Villa | Catholic Healthcare Limited,Catholic Healthcare St James Villa,Catholic Healthcare Limited,,Not for Profit,NSW,South East Sydney,Metropolitan,Small,3.0,3.0,3.0,3.0,5.0
2023,Uniting Irwin Hall Mayfield | The Uniting Church in Australia Property Trust (NSW),Uniting Irwin Hall Mayfield,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,Hunter,Metropolitan,Small,3.0,4.0,3.0,1.0,5.0
2023,Albert Moore Gardens | RSL LifeCare Limited,Albert Moore Gardens,RSL LifeCare Limited,,Not for Profit,NSW,Southern Highlands,Medium rural towns,Small,4.0,3.0,5.0,5.0,4.0
2023,A H Orr Lodge | Ashfield Baptist Homes Ltd,A H Orr Lodge,Ashfield Baptist Homes Ltd,,Not for Profit,NSW,Inner West,Metropolitan,Small,3.0,3.0,3.0,2.0,4.0
2023,Southern Cross Care John Woodward Residential Aged Care | Southern Cross Care (NSW & ACT) Limited,Southern Cross Care John Woodward Residential Aged Care,Southern Cross Care (NSW & ACT) Limited,,Not for Profit,NSW,Western Sydney,Metropolitan,Large,3.0,3.0,3.0,2.0,5.0
2023,Juliana Village | Juliana Village Association Ltd,Juliana Village,Juliana Village Association Ltd,,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,4.0,4.0,5.0,1.0,4.0
2023,Catholic Healthcare George Mockler Hostel | Catholic Healthcare Limited,Catholic Healthcare George Mockler Hostel,Catholic Healthcare Limited,,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,3.0,5.0,4.0,3.0
2023,Whiddon Moree | The Frank Whiddon Masonic Homes of New South Wales,Whiddon Moree,The Frank Whiddon Masonic Homes of New South Wales,,Not for Profit,NSW,New England,Medium rural towns,Small,4.0,4.0,5.0,4.0,3.0
2023,Calvary Muswellbrook Retirement Community | Calvary Retirement Communities Limited,Calvary Muswellbrook Retirement Community,Calvary Retirement Communities Limited,,Not for Profit,NSW,Hunter,Medium rural towns,Medium,3.0,3.0,3.0,1.0,3.0
2023,Wesley Taylor | Wesley Community Services Limited,Wesley Taylor,Wesley Community Services Limited,,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,3.0,3.0,3.0,3.0,3.0
2023,Uniting Osborne House Nowra | The Uniting Church in Australia Property Trust (NSW),Uniting Osborne House Nowra,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,Illawarra,Large rural towns,Large,3.0,4.0,3.0,1.0,5.0
2023,Ascott Gardens | United Protestant Association of NSW Limited,Ascott Gardens,United Protestant Association of NSW Limited,,Not for Profit,NSW,Central West,Large rural towns,Medium,3.0,4.0,3.0,1.0,3.0
2023,Uniting Wontama Orange | The Uniting Church in Australia Property Trust (NSW),Uniting Wontama Orange,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,Central West,Large rural towns,Large,4.0,4.0,5.0,1.0,4.0
2023,Rosedurnate Aged Care Plus Centre (0130) | The Salvation Army (NSW) Property Trust,Rosedurnate Aged Care Plus Centre (0130),The Salvation Army (NSW) Property Trust,,Not for Profit,NSW,Central West,Medium rural towns,Small,3.0,3.0,4.0,2.0,1.0
2023,Melrose Cottage Settlement | United Protestant Association of NSW Limited,Melrose Cottage Settlement,United Protestant Association of NSW Limited,,Not for Profit,NSW,Western Sydney,Metropolitan,Small,4.0,3.0,5.0,3.0,5.0
2023,Ashfield Terrace Care Community | DPG Services Pty Ltd,Ashfield Terrace Care Community,DPG Services Pty Ltd,,Private for Profit,NSW,Inner West,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2023,Cherrybrook Christian Care Centre | Christian Brethren Community Services,Cherrybrook Christian Care Centre,Christian Brethren Community Services,,Not for Profit,NSW,Northern Sydney,Metropolitan,Large,4.0,4.0,5.0,2.0,3.0
2023,Uniting Locke Haven Petersham | The Uniting Church in Australia Property Trust (NSW),Uniting Locke Haven Petersham,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,Inner West,Metropolitan,Small,4.0,4.0,5.0,1.0,5.0
2023,Aubrey Downer Aged Care Home | Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,Aubrey Downer Aged Care Home,Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,,Private for Profit,NSW,Central Coast,Metropolitan,Small,4.0,4.0,5.0,2.0,3.0
2023,BaptistCare George Forbes House | BaptistCare NSW & ACT,BaptistCare George Forbes House,BaptistCare NSW & ACT,,Not for Profit,NSW,Southern Highlands,Metropolitan,Medium,4.0,4.0,5.0,2.0,4.0
2023,Catholic Healthcare Holy Spirit Aged Care | Catholic Healthcare Limited,Catholic Healthcare Holy Spirit Aged Care,Catholic Healthcare Limited,,Not for Profit,NSW,South West Sydney,Metropolitan,Small,4.0,4.0,5.0,4.0,2.0
2023,Yallambee Village | Bankstown City Aged Care Ltd,Yallambee Village,Bankstown City Aged Care Ltd,,Not for Profit,NSW,South West Sydney,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2023,Uniting Bruce Sharpe Rockdale | The Uniting Church in Australia Property Trust (NSW),Uniting Bruce Sharpe Rockdale,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,South East Sydney,Metropolitan,Small,3.0,4.0,5.0,1.0,3.0
2023,Our Lady Of Consolation Home | Our Lady of Consolation Aged Care & Services Limited,Our Lady Of Consolation Home,Our Lady of Consolation Aged Care & Services Limited,,Not for Profit,NSW,Western Sydney,Metropolitan,Large,3.0,4.0,5.0,1.0,3.0
2023,Archbold House Aged Care Facility | KOPWA Limited,Archbold House Aged Care Facility,KOPWA Limited,,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,4.0,4.0,5.0,3.0,5.0
2023,Columbia Aged Care Services - Oberon Village | Columbia Nursing Homes Pty Ltd,Columbia Aged Care Services - Oberon Village,Columbia Nursing Homes Pty Ltd,,Private for Profit,NSW,Central West,Small rural towns,Small,3.0,4.0,3.0,3.0,3.0
2023,Uniting Thomas Bowden Ryde | The Uniting Church in Australia Property Trust (NSW),Uniting Thomas Bowden Ryde,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,Northern Sydney,Metropolitan,Small,3.0,3.0,5.0,1.0,4.0
2023,Arcare Parkview Malvern East | Arcare Pty Ltd,Arcare Parkview Malvern East,Arcare Pty Ltd,,Private for Profit,VIC,Southern Metro,Metropolitan,Medium,4.0,3.0,5.0,2.0,5.0
2023,Uniting Alroy House Singleton | The Uniting Church in Australia Property Trust (NSW),Uniting Alroy House Singleton,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,Hunter,Medium rural towns,Small,3.0,3.0,5.0,2.0,3.0
2023,Calvary Cooinda Retirement Community | Calvary Retirement Communities Limited,Calvary Cooinda Retirement Community,Calvary Retirement Communities Limited,,Not for Profit,NSW,Hunter,Medium rural towns,Small,3.0,3.0,5.0,1.0,3.0
2023,Uniting Springwood | The Uniting Church in Australia Property Trust (NSW),Uniting Springwood,The Uniting Church in Australia Property Trust (NSW),,Not for Profit,NSW,Nepean,Metropolitan,Large,3.0,3.0,3.0,3.0,1.0
2023,Frank And Jess Kennett Home | United Protestant Association of NSW Limited,Frank And Jess Kennett Home,United Protestant Association of NSW Limited,,Not for Profit,NSW,Illawarra,Metropolitan,Small,4.0,3.0,5.0,4.0,3.0
2023,IRT Thomas Holt Kirrawee | Illawarra Retirement Trust,IRT Thomas Holt Kirrawee,Illawarra Retirement Trust,,Not for Profit,NSW,South East Sydney,Metropolitan,Large,3.0,3.0,4.0,1.0,3.0
2023,James Milson Village North Sydney | North Sydney Retirement Trust,James Milson Village North Sydney,North Sydney Retirement Trust,,Not for Profit,NSW,Northern Sydney,Metropolitan,Medium,3.0,3.0,3.0,3.0,2.0
2023,Catholic Healthcare Vincentian Aged Care Service | Catholic Healthcare Limited,Catholic Healthcare Vincentian Aged Care Service,Catholic Healthcare Limited,,Not for Profit,NSW,South East Sydney,Metropolitan,Small,4.0,2.0,5.0,4.0,5.0
2023,Avonlea | Respect Group Limited,Avonlea,Respect Group Limited,,Not for Profit,VIC,Grampians,Small rural towns,Small,5.0,4.0,5.0,5.0,4.0
2023,Mercy Place Northcliffe | Mercy Aged and Community Care Ltd,Mercy Place Northcliffe,Mercy Aged and Community Care Ltd,,Not for Profit,VIC,Southern Metro,Metropolitan,Small,4.0,4.0,5.0,3.0,5.0
2023,Mercy Place Corben | Mercy Aged and Community Care Ltd,Mercy Place Corben,Mercy Aged and Community Care Ltd,,Not for Profit,VIC,Southern Metro,Metropolitan,Small,3.0,3.0,5.0,1.0,4.0
2023,Margery Cole Residential Care Service | Yallambee Traralgon Village For The Aged Inc,Margery Cole Residential Care Service,Yallambee Traralgon Village For The Aged Inc,,Not for Profit,VIC,Gippsland,Large rural towns,Large,4.0,3.0,4.0,4.0,5.0
2023,Manor Court Werribee Aged Care Ltd | Manor Court Werribee Aged Care Ltd,Manor Court Werribee Aged Care Ltd,Manor Court Werribee Aged Care Ltd,,Not for Profit,VIC,Western Metro,Metropolitan,Medium,4.0,4.0,5.0,2.0,3.0
2023,Woorayl Lodge Hostel | Woorayl Lodge Inc,Woorayl Lodge Hostel,Woorayl Lodge Inc,,Not for Profit,VIC,Gippsland,Medium rural towns,Small,4.0,4.0,5.0,3.0,5.0
2023,Dorothy Impey Home | Coburg Home for the Aged Inc,Dorothy Impey Home,Coburg Home for the Aged Inc,,Not for Profit,VIC,Northern Metro,Metropolitan,Medium,3.0,3.0,5.0,1.0,3.0
2023,Wesley Vickery | Wesley Community Services Limited,Wesley Vickery,Wesley Community Services Limited,,Not for Profit,NSW,South East Sydney,Metropolitan,Medium,3.0,3.0,3.0,3.0,3.0
2023,Mercy Place Colac | Mercy Aged and Community Care Ltd,Mercy Place Colac,Mercy Aged and Community Care Ltd,,Not for Profit,VIC,Barwon-South Western,Medium rural towns,Medium,3.0,3.0,3.0,1.0,4.0
2023,Eva Tilley Memorial Hostel | Eva Tilley Memorial Home Inc,Eva Tilley Memorial Hostel,Eva Tilley Memorial Home Inc,,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,4.0,3.0,5.0,3.0,3.0
2023,Sunnyside House | Sunnyside House Inc,Sunnyside House,Sunnyside House Inc,,Not for Profit,VIC,Barwon-South Western,Small rural towns,Small,4.0,4.0,5.0,1.0,5.0
2023,Rose Lodge | Wonthaggi & District Elderly Citizens Homes Inc,Rose Lodge,Wonthaggi & District Elderly Citizens Homes Inc,,Not for Profit,VIC,Gippsland,Medium rural towns,Medium,3.0,4.0,4.0,1.0,3.0
2023,Carinya Lodge Hostel | Carinya Lodge Homes Inc,Carinya Lodge Hostel,Carinya Lodge Homes Inc,,Not for Profit,VIC,Gippsland,Small rural towns,Small,3.0,3.0,3.0,1.0,4.0
2023,BlueCross Ivanhoe | Third Age Australia Pty Ltd,BlueCross Ivanhoe,Third Age Australia Pty Ltd,,Private for Profit,VIC,Northern Metro,Metropolitan,Large,3.0,3.0,3.0,2.0,3.0
2023,Nazareth House Tamworth | Nazareth Care,Nazareth House Tamworth,Nazareth Care,,Not for Profit,NSW,New England,Large rural towns,Medium,3.0,3.0,4.0,2.0,3.0
2023,mecwacare Noel Miller Centre | MECWA,mecwacare Noel Miller Centre,MECWA,,Not for Profit,VIC,Southern Metro,Metropolitan,Large,4.0,3.0,5.0,3.0,3.0
2023,"Jewish Care (Vic) Inc. Residential Homes, Windsor | Jewish Care (Victoria) Inc","Jewish Care (Vic) Inc. Residential Homes, Windsor",Jewish Care (Victoria) Inc,,Not for Profit,VIC,Southern Metro,Metropolitan,Medium,3.0,2.0,3.0,4.0,3.0
2023,Nazareth House Camberwell | Nazareth Care,Nazareth House Camberwell,Nazareth Care,,Not for Profit,VIC,Eastern Metro,Metropolitan,Medium,4.0,4.0,5.0,2.0,5.0
2023,Ashleigh House Hostel | Sale Elderly Citizens Village Inc,Ashleigh House Hostel,Sale Elderly Citizens Village Inc,,Not for Profit,VIC,Gippsland,Medium rural towns,Medium,2.0,4.0,2.0,1.0,4.0
2023,Alcheringa | Respect Group Limited,Alcheringa,Respect Group Limited,,Not for Profit,VIC,Loddon-Mallee,Medium rural towns,Medium,4.0,3.0,5.0,2.0,4.0
2023,Benetas Broughton Hall | Anglican Aged Care Services Group,Benetas Broughton Hall,Anglican Aged Care Services Group,,Not for Profit,VIC,Eastern Metro,Metropolitan,Small,4.0,3.0,5.0,3.0,3.0
2023,RFBI Tamworth Masonic Village | Royal Freemasons' Benevolent Institution,RFBI Tamworth Masonic Village,Royal Freemasons' Benevolent Institution,,Not for Profit,NSW,New England,Large rural towns,Small,3.0,3.0,5.0,1.0,4.0
2023,Cohuna Village | Respect Group Limited,Cohuna Village,Respect Group Limited,,Not for Profit,VIC,Loddon-Mallee,Small rural towns,Small,3.0,4.0,4.0,1.0,1.0
2023,Benetas Gladswood Lodge | Anglican Aged Care Services Group,Benetas Gladswood Lodge,Anglican Aged Care Services Group,,Not for Profit,VIC,Northern Metro,Metropolitan,Small,4.0,3.0,5.0,4.0,5.0
2023,Benetas Dalkeith Gardens | Anglican Aged Care Services Group,Benetas Dalkeith Gardens,Anglican Aged Care Services Group,,Not for Profit,VIC,Gippsland,Large rural towns,Medium,3.0,4.0,3.0,2.0,3.0
2023,Campbell Place | Australian Unity Care Services Pty Ltd,Campbell Place,Australian Unity Care Services Pty Ltd,,Private for Profit,VIC,Eastern Metro,Metropolitan,Medium,4.0,3.0,5.0,2.0,5.0
2023,Emmy Monash Aged Care | Emmy Monash Aged Care Inc,Emmy Monash Aged Care,Emmy Monash Aged Care Inc,,Not for Profit,VIC,Southern Metro,Metropolitan,Large,4.0,3.0,5.0,3.0,5.0
2023,Vasey RSL Care Frankston South | Vasey RSL Care Ltd,Vasey RSL Care Frankston South,Vasey RSL Care Ltd,,Not for Profit,VIC,Southern Metro,Metropolitan,Large,3.0,3.0,4.0,2.0,2.0
